epoch,step,train_loss,val_loss
0,49,0.19444826245307922,
0,99,0.2529681324958801,
0,149,0.2296452671289444,
0,199,0.15499046444892883,
0,249,0.23976153135299683,
0,299,0.1385359913110733,
0,349,0.13419124484062195,
0,399,0.1894841194152832,
0,449,0.19924545288085938,
0,499,0.21803629398345947,
0,549,0.15417388081550598,
0,599,0.21587646007537842,
0,649,0.09673929214477539,
0,699,0.21499896049499512,
0,749,0.14474833011627197,
0,799,0.10791803896427155,
0,849,0.22730524837970734,
0,899,0.16331592202186584,
0,949,0.23486636579036713,
0,999,0.11128877103328705,
0,1049,0.2562296390533447,
0,1099,0.31811457872390747,
0,1149,0.27487266063690186,
0,1199,0.16111549735069275,
0,1249,0.17972971498966217,
0,1299,0.23522205650806427,
0,1349,0.13135117292404175,
0,1399,0.15788967907428741,
0,1449,0.17225638031959534,
0,1454,,0.19193023443222046
1,1499,0.2306824028491974,
1,1549,0.19541101157665253,
1,1599,0.17369461059570312,
1,1649,0.19081303477287292,
1,1699,0.24503839015960693,
1,1749,0.16155438125133514,
1,1799,0.10731633007526398,
1,1849,0.24133607745170593,
1,1899,0.2616109848022461,
1,1949,0.1449267417192459,
1,1999,0.15568765997886658,
1,2049,0.24834680557250977,
1,2099,0.2058415710926056,
1,2149,0.1796361207962036,
1,2199,0.1446743756532669,
1,2249,0.1341119110584259,
1,2299,0.12385933846235275,
1,2349,0.22902031242847443,
1,2399,0.14814844727516174,
1,2449,0.19789326190948486,
1,2499,0.1718049943447113,
1,2549,0.1877053678035736,
1,2599,0.17852067947387695,
1,2649,0.1854000985622406,
1,2699,0.31036412715911865,
1,2749,0.20354792475700378,
1,2799,0.17066802084445953,
1,2849,0.15694734454154968,
1,2899,0.20734211802482605,
1,2909,,0.19202391803264618
2,2949,0.26205891370773315,
2,2999,0.1877741664648056,
2,3049,0.33555155992507935,
2,3099,0.1958891749382019,
2,3149,0.21806710958480835,
2,3199,0.1953262984752655,
2,3249,0.1766023337841034,
2,3299,0.129277765750885,
2,3349,0.16855701804161072,
2,3399,0.2747308313846588,
2,3449,0.1621289849281311,
2,3499,0.19532227516174316,
2,3549,0.13347503542900085,
2,3599,0.15514415502548218,
2,3649,0.1530909240245819,
2,3699,0.16923263669013977,
2,3749,0.17607006430625916,
2,3799,0.1030287891626358,
2,3849,0.15628230571746826,
2,3899,0.20887307822704315,
2,3949,0.22710749506950378,
2,3999,0.12145775556564331,
2,4049,0.24072062969207764,
2,4099,0.1527484804391861,
2,4149,0.13868317008018494,
2,4199,0.19269868731498718,
2,4249,0.15858608484268188,
2,4299,0.18562307953834534,
2,4349,0.1283528059720993,
2,4364,,0.1919483244419098
3,4399,0.12344827502965927,
3,4449,0.15801288187503815,
3,4499,0.24484792351722717,
3,4549,0.1611030399799347,
3,4599,0.14372776448726654,
3,4649,0.08413638174533844,
3,4699,0.19695496559143066,
3,4749,0.24711254239082336,
3,4799,0.1569288820028305,
3,4849,0.2026856541633606,
3,4899,0.3021653890609741,
3,4949,0.16812682151794434,
3,4999,0.29236680269241333,
3,5049,0.21193671226501465,
3,5099,0.24720177054405212,
3,5149,0.2038179486989975,
3,5199,0.17248991131782532,
3,5249,0.12657976150512695,
3,5299,0.16474637389183044,
3,5349,0.2322399914264679,
3,5399,0.15739530324935913,
3,5449,0.16322030127048492,
3,5499,0.19836881756782532,
3,5549,0.17974668741226196,
3,5599,0.21001970767974854,
3,5649,0.22822171449661255,
3,5699,0.13734698295593262,
3,5749,0.14142853021621704,
3,5799,0.24304884672164917,
3,5819,,0.1923106461763382
4,5849,0.14717012643814087,
4,5899,0.30112794041633606,
4,5949,0.17409826815128326,
4,5999,0.24435195326805115,
4,6049,0.21556271612644196,
4,6099,0.2406221330165863,
4,6149,0.14522209763526917,
4,6199,0.30255404114723206,
4,6249,0.1835993230342865,
4,6299,0.2553550601005554,
