epoch,step,train_loss,val_loss
0,49,0.34865158796310425,
0,99,0.3939301073551178,
0,149,0.30309659242630005,
0,199,0.3359959125518799,
0,249,0.37416529655456543,
0,299,0.2706061601638794,
0,349,0.29886090755462646,
0,399,0.34527185559272766,
0,449,0.3631608486175537,
0,499,0.3034459352493286,
0,549,0.3067168593406677,
0,599,0.35896268486976624,
0,649,0.2849670648574829,
0,699,0.33066433668136597,
0,749,0.33340394496917725,
0,799,0.29777663946151733,
0,849,0.28487861156463623,
0,899,0.35471248626708984,
0,949,0.3232945501804352,
0,999,0.3606261909008026,
0,1049,0.3493712544441223,
0,1099,0.2738707661628723,
0,1149,0.3146725296974182,
0,1199,0.43955957889556885,
0,1249,0.34079936146736145,
0,1299,0.2919287085533142,
0,1349,0.29925018548965454,
0,1399,0.28955408930778503,
0,1449,0.32533496618270874,
0,1454,,0.32172083854675293
1,1499,0.29317158460617065,
1,1549,0.23839522898197174,
1,1599,0.36576664447784424,
1,1649,0.19654718041419983,
1,1699,0.31425637006759644,
1,1749,0.2560111880302429,
1,1799,0.3130025267601013,
1,1849,0.39305639266967773,
1,1899,0.31377220153808594,
1,1949,0.41673314571380615,
1,1999,0.26572874188423157,
1,2049,0.29828450083732605,
1,2099,0.29306691884994507,
1,2149,0.2367468923330307,
1,2199,0.3936907947063446,
1,2249,0.31993454694747925,
1,2299,0.3034064769744873,
1,2349,0.2824585437774658,
1,2399,0.3554517924785614,
1,2449,0.3877645432949066,
1,2499,0.3240816593170166,
1,2549,0.27900588512420654,
1,2599,0.3587028384208679,
1,2649,0.3914957642555237,
1,2699,0.32401055097579956,
1,2749,0.39252740144729614,
1,2799,0.22580799460411072,
1,2849,0.32353854179382324,
1,2899,0.30303555727005005,
1,2909,,0.322422057390213
2,2949,0.452260285615921,
2,2999,0.36403778195381165,
2,3049,0.2949914336204529,
2,3099,0.3519320785999298,
2,3149,0.31267812848091125,
2,3199,0.20465779304504395,
2,3249,0.2999193072319031,
2,3299,0.306640088558197,
2,3349,0.28134435415267944,
2,3399,0.3165982961654663,
2,3449,0.28935495018959045,
2,3499,0.4381057024002075,
2,3549,0.43867629766464233,
2,3599,0.44057297706604004,
2,3649,0.3266529142856598,
2,3699,0.22992168366909027,
2,3749,0.31266558170318604,
2,3799,0.31350451707839966,
2,3849,0.4169461727142334,
2,3899,0.3203490972518921,
2,3949,0.37971529364585876,
2,3999,0.30168768763542175,
2,4049,0.2637217044830322,
2,4099,0.27702760696411133,
2,4149,0.38328999280929565,
2,4199,0.4028046429157257,
2,4249,0.32958534359931946,
2,4299,0.32284706830978394,
2,4349,0.30429503321647644,
2,4364,,0.3220915198326111
3,4399,0.30643266439437866,
3,4449,0.2756063640117645,
3,4499,0.3612701892852783,
3,4549,0.4154187738895416,
3,4599,0.29664015769958496,
3,4649,0.3620132505893707,
3,4699,0.31181883811950684,
3,4749,0.38247406482696533,
3,4799,0.34663528203964233,
3,4849,0.25351232290267944,
3,4899,0.3378159999847412,
3,4949,0.368331640958786,
3,4999,0.21472766995429993,
3,5049,0.40246841311454773,
3,5099,0.3496391177177429,
3,5149,0.3748081624507904,
3,5199,0.3823757767677307,
3,5249,0.46582749485969543,
3,5299,0.3675222396850586,
3,5349,0.23512385785579681,
3,5399,0.29381510615348816,
3,5449,0.3380495309829712,
3,5499,0.32336902618408203,
3,5549,0.3921580910682678,
3,5599,0.34416523575782776,
3,5649,0.2498130351305008,
3,5699,0.38887399435043335,
3,5749,0.3500252068042755,
3,5799,0.2428964078426361,
3,5819,,0.32291072607040405
4,5849,0.2686041593551636,
4,5899,0.31917738914489746,
4,5949,0.26712632179260254,
4,5999,0.30461230874061584,
4,6049,0.435675710439682,
4,6099,0.3721321225166321,
4,6149,0.36947712302207947,
4,6199,0.3245874345302582,
4,6249,0.30185964703559875,
4,6299,0.23889832198619843,
4,6349,0.3776419758796692,
4,6399,0.3509887754917145,
4,6449,0.3825899362564087,
4,6499,0.32030096650123596,
4,6549,0.4024725556373596,
4,6599,0.3142809569835663,
4,6649,0.2857739329338074,
4,6699,0.2907232940196991,
4,6749,0.2674422860145569,
4,6799,0.23192530870437622,
4,6849,0.3790586590766907,
4,6899,0.33350855112075806,
4,6949,0.3399357497692108,
4,6999,0.34284013509750366,
4,7049,0.34165844321250916,
4,7099,0.37810155749320984,
4,7149,0.3828662037849426,
4,7199,0.3255354166030884,
4,7249,0.25093939900398254,
4,7274,,0.3221020996570587
5,7299,0.3508152365684509,
5,7349,0.2667097747325897,
5,7399,0.33921992778778076,
5,7449,0.31187885999679565,
5,7499,0.22935707867145538,
5,7549,0.41000843048095703,
5,7599,0.45504283905029297,
5,7649,0.30343392491340637,
5,7699,0.26279187202453613,
5,7749,0.2565578818321228,
5,7799,0.39787572622299194,
5,7849,0.2516865134239197,
5,7899,0.3690868020057678,
5,7949,0.3319548964500427,
5,7999,0.30661481618881226,
5,8049,0.28709545731544495,
5,8099,0.21976757049560547,
5,8149,0.33372655510902405,
5,8199,0.2576770782470703,
5,8249,0.2784075140953064,
5,8299,0.30320510268211365,
5,8349,0.2782999873161316,
5,8399,0.4483974277973175,
5,8449,0.3816051483154297,
5,8499,0.32539182901382446,
5,8549,0.3343874216079712,
5,8599,0.34708738327026367,
5,8649,0.2859712243080139,
5,8699,0.2734535336494446,
5,8729,,0.322602242231369
6,8749,0.2942488193511963,
6,8799,0.24216273427009583,
6,8849,0.3867662847042084,
6,8899,0.31020253896713257,
6,8949,0.24811622500419617,
6,8999,0.208561509847641,
6,9049,0.28131675720214844,
6,9099,0.2848328948020935,
6,9149,0.35262972116470337,
6,9199,0.26639842987060547,
6,9249,0.37040019035339355,
6,9299,0.36407482624053955,
6,9349,0.2328845113515854,
6,9399,0.34474262595176697,
6,9449,0.3474988341331482,
6,9499,0.30947282910346985,
6,9549,0.26924461126327515,
6,9599,0.35659149289131165,
6,9649,0.30718639492988586,
6,9699,0.29040753841400146,
6,9749,0.3990385830402374,
6,9799,0.3182753324508667,
6,9849,0.2665507197380066,
6,9899,0.37695392966270447,
