epoch,step,train_loss,val_loss
0,49,7.9714155197143555,
0,99,6.325984954833984,
0,149,9.228008270263672,
0,199,7.490079879760742,
0,249,7.140336036682129,
0,299,7.16590690612793,
0,349,7.709543228149414,
0,399,7.670412063598633,
0,449,8.058171272277832,
0,499,7.71527099609375,
0,549,7.307574272155762,
0,599,7.245771408081055,
0,649,8.37009048461914,
0,699,7.971405029296875,
0,749,7.98664665222168,
0,799,7.627564430236816,
0,849,6.783001899719238,
0,899,8.768171310424805,
0,949,6.149789333343506,
0,999,7.048214912414551,
0,1049,6.586722373962402,
0,1099,7.657658576965332,
0,1149,7.719791412353516,
0,1199,6.399282455444336,
0,1249,7.102624416351318,
0,1299,7.711779594421387,
0,1349,8.626031875610352,
0,1399,7.18043327331543,
0,1449,6.665315628051758,
0,1454,,7.584427833557129
1,1499,7.2665886878967285,
1,1549,8.031820297241211,
1,1599,7.516358375549316,
1,1649,7.289732456207275,
1,1699,7.875667572021484,
1,1749,7.898989200592041,
1,1799,7.89121675491333,
1,1849,6.828611850738525,
1,1899,7.258454322814941,
1,1949,7.422423362731934,
1,1999,9.360105514526367,
1,2049,8.56311321258545,
1,2099,7.609793186187744,
1,2149,8.234952926635742,
1,2199,7.101973533630371,
1,2249,6.227042198181152,
1,2299,8.383223533630371,
1,2349,6.547235012054443,
1,2399,8.961433410644531,
1,2449,7.328439712524414,
1,2499,8.398700714111328,
1,2549,7.586284637451172,
1,2599,6.562761306762695,
1,2649,7.047156810760498,
1,2699,7.836197853088379,
1,2749,7.336208343505859,
1,2799,8.258071899414062,
1,2849,7.539355278015137,
1,2899,7.273651123046875,
1,2909,,7.583848476409912
2,2949,7.156476020812988,
2,2999,7.5861334800720215,
2,3049,8.273677825927734,
2,3099,7.015892028808594,
2,3149,7.023644924163818,
2,3199,7.93004846572876,
2,3249,6.015793800354004,
2,3299,8.312729835510254,
2,3349,9.6954345703125,
2,3399,9.078346252441406,
2,3449,7.265776634216309,
2,3499,7.742445945739746,
2,3549,7.429838180541992,
2,3599,6.593911170959473,
2,3649,8.953301429748535,
2,3699,7.351675033569336,
2,3749,6.070475101470947,
2,3799,7.953291893005371,
2,3849,8.07828140258789,
2,3899,6.617349147796631,
2,3949,7.179843902587891,
2,3999,7.750114440917969,
2,4049,6.984471321105957,
2,4099,8.500150680541992,
2,4149,8.742349624633789,
2,4199,7.718886375427246,
2,4249,8.078231811523438,
2,4299,8.976691246032715,
2,4349,8.211037635803223,
2,4364,,7.583705902099609
3,4399,7.554773330688477,
3,4449,7.523553371429443,
3,4499,8.617298126220703,
3,4549,7.0000715255737305,
3,4599,6.2110371589660645,
3,4649,8.156323432922363,
3,4699,7.14851713180542,
3,4749,7.273551940917969,
3,4799,7.781338214874268,
3,4849,6.289120674133301,
3,4899,8.562570571899414,
3,4949,8.53913402557373,
3,4999,7.1797661781311035,
3,5049,8.000107765197754,
3,5099,7.492253303527832,
3,5149,6.789121627807617,
3,5199,7.32041072845459,
3,5249,7.54693078994751,
3,5299,6.914117813110352,
3,5349,9.312572479248047,
3,5399,6.468790531158447,
3,5449,5.898478984832764,
3,5499,7.218816757202148,
3,5549,7.953181266784668,
3,5599,6.851619243621826,
3,5649,6.77349853515625,
3,5699,7.015700817108154,
